Subject,NS_Level,Unit_or_Chapter,Video_or_Lesson_Title,Full_Content
Math,NSI,"Unit Circle or Identity Check: Provide a few values to plug in $\sin^2 θ + \cos^2 θ$ and see if =1 (like a quick check with a given sinθ, cosθ pair). Or ask: “Given sinθ=0.6, cosθ should be?” (0.8 or -0.8 depending on quadrant, but in acute context 0.8).","Koòdone yon Vektè nan Plan – Using coordinates: if A(x1,y1) and B(x2,y2), then →AB = (x2–x1,  y2–y1) . Calculating vector magnitude (norm) and midpoint of a segment  .",
Math,NSI,"Unit Circle or Identity Check: Provide a few values to plug in $\sin^2 θ + \cos^2 θ$ and see if =1 (like a quick check with a given sinθ, cosθ pair). Or ask: “Given sinθ=0.6, cosθ should be?” (0.8 or -0.8 depending on quadrant, but in acute context 0.8).",Lesson Titles (6–10 min each):,
Math,NSI,"Unit Circle or Identity Check: Provide a few values to plug in $\sin^2 θ + \cos^2 θ$ and see if =1 (like a quick check with a given sinθ, cosθ pair). Or ask: “Given sinθ=0.6, cosθ should be?” (0.8 or -0.8 depending on quadrant, but in acute context 0.8).",Lesson Titles (6–10 min each):,
Math,NSI,"Unit Circle or Identity Check: Provide a few values to plug in $\sin^2 θ + \cos^2 θ$ and see if =1 (like a quick check with a given sinθ, cosθ pair). Or ask: “Given sinθ=0.6, cosθ should be?” (0.8 or -0.8 depending on quadrant, but in acute context 0.8).",Lesson Titles (6–10 min each):,
Math,NSI,"Unit Circle or Identity Check: Provide a few values to plug in $\sin^2 θ + \cos^2 θ$ and see if =1 (like a quick check with a given sinθ, cosθ pair). Or ask: “Given sinθ=0.6, cosθ should be?” (0.8 or -0.8 depending on quadrant, but in acute context 0.8).","Notyon Vektè – Definisyon ak Reprezantasyon – What is a vector? Representing vectors with direction, sense, and magnitude; equal and parallel vectors  .",
Math,NSI,"Unit Circle or Identity Check: Provide a few values to plug in $\sin^2 θ + \cos^2 θ$ and see if =1 (like a quick check with a given sinθ, cosθ pair). Or ask: “Given sinθ=0.6, cosθ should be?” (0.8 or -0.8 depending on quadrant, but in acute context 0.8).","Pratik Transfòmasyon – Applying transformations to solve problems: finding images of shapes, symmetry in figures, using transformations to prove properties (e.g. parallelogram midpoints forming a rectangle)  .","Learning Objectives:
Understand the definitions of basic geometric transformations: symétrie ortogonal (refleksyon aksyal) across a line, symétrie centrale about a point, translasyon by a vector, wotasyon (rotation) about a point by an angle, omoteti (scaling) from a center. Know the key characteristics of each (which preserve lengths, angles, orientation, etc.).
Construct the image of a point or simple figure under each transformation: e.g. given line ℓ and point P, construct P’ symmetric to P across ℓ (drop perpendicular, etc.) ; given center O, plot P’ as symmetric through O (such that O is midpoint of PP’) . For translation, move each point by the given vector (parallel shift) . For rotation, given center, angle and direction, rotate point P accordingly (by protractor or known constructions for 90°, etc.). For homothety, draw ray from center through point and mark scaled distance.
Recognize how compositions work: two reflections across parallel lines result in a translation (vector twice the distance between lines) ; two reflections across intersecting lines give a rotation (angle twice the angle between lines). Reflecting twice over same line returns original (involution). A translation followed by another is additive; rotation compositions add angles.
Solve simple problems using transformations: determine symmetry lines in a figure (e.g. a shape has reflective symmetry), find the result of applying one or more transformations (like image of a point after two reflections), use symmetry to simplify proofs (like showing two segments are equal by symmetry) .
Link transformations to vector algebra where possible: a translation is adding a vector, rotation by 180° around O is the same as point symmetry about O (which is like vector negation relative to O). Use homothety to handle similarity: e.g. triangle scaled by factor k yields parallel corresponding sides etc.
Key Concepts and Techniques:
Reflection (Axial Symmetry): Given line (axis) and point, if perpendicular from point to line meets at H, then image point P’ is on other side of line such that H is midpoint of PP’. If P is on the line, P’=P (line is invariant). Emphasize: reflection preserves distance, angle measure, but flips orientation (mirror image). Possibly mention notation $s_\ell(P) = P’$.
Point Symmetry (180° rotation): Equivalent to “half-turn” around center O. P’ such that O is midpoint of PP’. It’s like rotating by 180. It’s also same as translating by vector 2*(O to P). Special case: this maps lines through O to themselves but opposite, etc.
Translation: Every point moves by same vector. Properties: preserves distances and orientation (no flip). Polygons under translation remain congruent and similarly oriented. Notation $T_{\mathbf{v}}(P) = P’$.
Rotation: Need center, angle, direction (clockwise/counterclockwise). Use protractor or known angle constructions (like 90°, 60° via equilateral, etc.). It preserves lengths, angles, orientation (except possibly synonyms in orientation concept? Actually rotation keeps orientation of figure (clockwise vs anticlockwise arrangement). Show an example rotating a triangle 90° around origin on graph to build intuition.
Homothety (Scaling): Given center O and factor k: image of P is on ray OP such that OP’ = k * OP. If k > 1, enlargement; 0<k<1, reduction; k negative means point on opposite ray (through O). It preserves shape (similarity), angles preserved, lengths scaled by |k|.
Composition of Symmetries: The syllabus likely expects recognition of these important results  : reflect across line L1 then L2 (parallel lines) → translation (direction perpendicular bisector etc.). Reflect across L1 then L2 (angle between) → rotation by 2*angle between lines about intersection. Could illustrate with a simple figure. The curriculum hints: “composed of two central or two orthogonal symmetries yields something” . Indeed, two central symmetries (about O then O’) equals a translation vector = 2 * $\overrightarrow{OO’}$. Two axial symmetries with parallel axes yields translation (2 times perpendicular distance between axes). Two axial sym with axes at angle yields rotation. These are perhaps advanced but listed in suggestions .
Use in Problem Solving: Example: using symmetry to find unknown lengths or show lines parallel. E.g. reflect a point across a line to solve a distance problem (like shortest path reflecting across line method). Or show that composition of certain transformations yields known result to simplify a construction. The mention in the doc: after two symmetries see “milieux in a triangle” , probably referencing midpoint configuration. And homothety mention linking to collinear vectors and Thales , likely meaning: constructing an image by homothety highlights parallel lines and segment ratios equal (Thales).
Encourage Language: Use Creole terms: simitri, wotasyon, elajisman (for homothety maybe), translasyon. Possibly note French terms since the doc uses them (symétrie orthogonale, centrale, rotation, homothétie).
Example Problems & Practice:
Egzanp 1: Bay imaj pwen P(4, 1) nan: (a) yon simetri aksyal kote aks la se aks $x$ (horizontal line y=0). (Reflect across x-axis: image P’ = (4, -1).) (b) yon simetri santral ak sant O(0,0). (Point symmetry about origin: image P’’ = (-4, -1).)
Egzanp 2: Yon figi L rektangilè gen yon sèl aks simetri? Oswa de? (Likely asking: a general rectangle has 2 axes (through midpoints of opposite sides). If specifically not a square, yes 2. Possibly a trick: “rectangular L-shape”? Unclear. Skip if ambiguous.) Perhaps instead: “Konbyen aks simetri yon rektang genyen? e yon kare?” (Rectangle 2, square 4).
Egzanp 3: Swiv etap sa yo: pran segment AB, aplike $T_{\vec{v}}$ li (translate by vector v) pou jwenn A’B’; answit reflete A’B’ aksyalman atravè yon liy ℓ paralèl ak vektè a. Kisa konbinezon transfòmasyon sa a bay globalman? (They likely find it’s equivalent to just one translation or something. But specifically: reflection across a line parallel to translation vector yields effectively reflection then slide, which is same as slide in opposite direction then reflect maybe. Possibly too complicated; skip or reframe to simpler composition). Maybe simpler: “Reflèchi yon pwen P successivman atravè de liy paralèl ℓ1 epi ℓ2 ki distans d apa. Dekri rezilta final la.” (It will be a translation by 2d in direction perpendicular from ℓ1 to ℓ2) .
Egzanp 4: Given a triangle ABC, let M be midpoint of AB, N midpoint of AC. What is the image of segment MN under a homothety with center A and factor 2? (Since A is center, factor2, line segments from A double in length: so M and N go to points M’, N’ such that AM’ =2AM and AN’ =2AN, effectively M’, N’ are points on AB, AC s.t. AM’ = AB and AN’ = AC, thus M’ = B, N’ = C. So segment MN’s image is BC. This illustrates mid-segment -> base doubling property, connecting Thales.)
Egzanp 5: Application puzzle: “Yon pezeul: Ou gen yon triyang ak yon pwen sou youn nan kote li yo. Ki transfòmasyon ou ta ka itilize pou konstwi yon liy nan pwen sa a ki paralèl ak yon lòt kote triyang lan?” (Likely: use a central symmetry or translation. Perhaps: If point P on side AB, to draw line through P parallel to AC, one method: reflect P across midpoint of AB? Not directly. Or translate AC vector to P? Probably expecting: translation of line AC by vector AP yields a line through P parallel to AC. Yes: translasyon.)
Practice suggestions: Draw shapes and ask students to perform simple transformations using tracing paper or graph (e.g. reflect across axes, translate by a given vector, rotate 90° about origin). Ask to locate symmetry axes in given shapes (like isosceles triangle – one axis, etc.). Provide a composition scenario: e.g. reflect across two lines and ask what’s the resulting transformation (for small angles maybe they see rotation). For homothety, practice finding coordinates after scaling relative to origin or another point: e.g. scale (2,3) from origin by factor 2 -> (4,6), or from another center. A good exercise: identify transformation type from before/after pictures: e.g. shape moved but same orientation -> translation; flipped -> reflection; rotated; scaled, etc.
Mini-Quiz/Review Ideas:
Identify Transformation: Show quick drawings of a pre-image and image figure (like triangle and its mirror or rotated position) and ask which transformation occurred. Possibly multiple choice: A or B rotated?
Properties Check: “Which transformations preserve lengths? (reflection, rotation, translation do; homothety does up to scale factor, if factor=1 obviously). Which preserve orientation? (translation, rotation, homothety with positive factor; reflection flips orientation, homothety with negative factor flips).” True/False style.
Symmetry Lines: Show common figures (square, rectangle, equilateral triangle, isosceles triangle, circle) and ask how many symmetry axes each has. Or if central symmetry: e.g. parallelogram has a center of symmetry (intersection of diagonals) - T/F? (True).
Quick Construct Concept: “To reflect a point across a line, you drop a perpendicular. Yes/No?” (Yes). “To rotate a point 90° about origin in coordinate plane (x,y) becomes? (y,-x) for 90° clockwise or (-y,x) for 90° CCW).” Could ask one.
Composition Brain Teaser: “The composition of two reflections is always a rotation. Vre/Fò?” (False: parallel lines yields translation). “The composition of two homotheties with same center is another homothety with that center (factor multiplies). Vre.”
Mapping: Provide a function-like mapping scenario: “Translation by (5,0) moves (2,3) to (7,3). Where will (–1,4) go?” or “Rotation 180° about O sends (x,y) to (–x,–y). Where does (3,-5) go?” quick questions.
Topic 3.5: Similarity and Thales’ Theorem (SimiLaritè ak Teyorèm Thalès)"
Math,NSI,"Unit Circle or Identity Check: Provide a few values to plug in $\sin^2 θ + \cos^2 θ$ and see if =1 (like a quick check with a given sinθ, cosθ pair). Or ask: “Given sinθ=0.6, cosθ should be?” (0.8 or -0.8 depending on quadrant, but in acute context 0.8).","Pwoblèm Pratik ak SimiLaritè – Real-world examples: e.g. map scales, indirect measurements (height via shadow, etc.), using similar triangles to prove geometric results (like an angle bisector divides opposite side proportionally).",
Math,NSI,"Unit Circle or Identity Check: Provide a few values to plug in $\sin^2 θ + \cos^2 θ$ and see if =1 (like a quick check with a given sinθ, cosθ pair). Or ask: “Given sinθ=0.6, cosθ should be?” (0.8 or -0.8 depending on quadrant, but in acute context 0.8).","Symétrie Ortogonal (Aksyal) ak Symétrie Santral – Reflecting a point or figure across a line (axis of symmetry) and through a point (point symmetry); properties preserved (lengths, angles, orientation flips)  .",
Math,NSI,"Unit Circle or Identity Check: Provide a few values to plug in $\sin^2 θ + \cos^2 θ$ and see if =1 (like a quick check with a given sinθ, cosθ pair). Or ask: “Given sinθ=0.6, cosθ should be?” (0.8 or -0.8 depending on quadrant, but in acute context 0.8).",Sòm Vektè ak Miltiplikasyon pa Eskalè – Graphical (parallelogram rule) and algebraic addition of vectors; multiplying a vector by a scalar (stretching or reversing direction)  .,
Math,NSI,"Unit Circle or Identity Check: Provide a few values to plug in $\sin^2 θ + \cos^2 θ$ and see if =1 (like a quick check with a given sinθ, cosθ pair). Or ask: “Given sinθ=0.6, cosθ should be?” (0.8 or -0.8 depending on quadrant, but in acute context 0.8).",Teorem Thalès (Liy Paralèl nan Triyang) – Statement of Thales’ Theorem: a line parallel to one side of a triangle divides the other sides proportionally  .,
Math,NSI,"Unit Circle or Identity Check: Provide a few values to plug in $\sin^2 θ + \cos^2 θ$ and see if =1 (like a quick check with a given sinθ, cosθ pair). Or ask: “Given sinθ=0.6, cosθ should be?” (0.8 or -0.8 depending on quadrant, but in acute context 0.8).",Translasyon (Translasyon) Vektoryèl – Translating points by a given vector; that it preserves orientation and distance (all points move parallelly by same amount) .,
Math,NSI,"Unit Circle or Identity Check: Provide a few values to plug in $\sin^2 θ + \cos^2 θ$ and see if =1 (like a quick check with a given sinθ, cosθ pair). Or ask: “Given sinθ=0.6, cosθ should be?” (0.8 or -0.8 depending on quadrant, but in acute context 0.8).","Triyang Semblab (Triyang Konru vs Semblab) – Criteria for triangle similarity (AAA, etc.), difference between congruence and similarity; using proportions to find lengths in similar triangles  .",
Math,NSI,"Unit Circle or Identity Check: Provide a few values to plug in $\sin^2 θ + \cos^2 θ$ and see if =1 (like a quick check with a given sinθ, cosθ pair). Or ask: “Given sinθ=0.6, cosθ should be?” (0.8 or -0.8 depending on quadrant, but in acute context 0.8).",Wotasyon (Rotation) ak Omoteti (Homothétie) – Rotating figures about a center by a given angle; scaling figures (homothety) about a center by a factor (enlargement/reduction) .,
Math,NSI,"Unit Rates and Taux: Explain taux (rate) as a special ratio (e.g. speed km/hour, price per kg). Practice converting compound units into unit rates (e.g. 120 km in 3 hours → 40 km/hour). Solve problems like “Si yon machin kouvri 90 km an 1.5 èdtan, konbyen distans li fè nan 1 èdtan?” to reinforce division in ratio context.","Aplikasyon Pwisans ak Rasin – Real-world and numerical applications: scientific notation for large/small numbers, using √ in geometry (distance, Pythagorean triples), and estimating non-perfect squares .","Learning Objectives:
Understand and use the notation $a^n$ (pwisans n): repeated multiplication for positive n, reciprocal for negative n (e.g. $a^{-2} = 1/a^2$) .
Apply the laws of exponents (règ espozan) for multiplying and dividing powers (e.g. $a^m \times a^n = a^{m+n}$) and for powers of powers $(a^m)^n = a^{m \times n}$.
Define the square root (rasin kare) of a positive number as the positive number which squared gives the original (√a is such that (√a)2 = a) .
Simplify radical expressions: $\sqrt{a \times b} = \sqrt{a}\sqrt{b}$, rationalize simple denominators (e.g. rewrite $\frac{5}{\sqrt{2}}$ as $\frac{5\sqrt{2}}{2}$)  .
Solve basic equations involving squares and square roots (find x such that $x^2 = k$ or $\sqrt{x} = k$ for given k) and apply these to problem contexts.
Key Concepts and Techniques:
Exponent Basics: Illustrate small exponents with concrete meaning: $3^2 = 3 \times 3 = 9$; $2^4 = 16$. Emphasize $a^1 = a$, $a^0 = 1$ (for $a \neq 0$). Negative exponents introduced as reciprocals: e.g. $2^{-3} = 1/2^3 = 1/8$. Use patterns to justify these rules (like halving each time when exponent decreases by 1). Connect to prior knowledge of reciprocals in proportional contexts.
Rules of Calculation with Exponents: Derive and practice $a^m \cdot a^n = a^{m+n}$, $\frac{a^m}{a^n} = a^{m-n}$, and $(a^m)^n = a^{mn}$. Use numerical examples in Kreyòl for clarity: egzanp: $2^3 \times 2^4 = 2^7$; $(5^2)^3 = 5^6$. Caution on different bases: $2^3 \cdot 3^3 \neq 6^3$ (they must recognize when rules apply).
Square Roots: Define $\sqrt{a}$ as nimewo ki lè ou miltipliye li pa li menm bay a for $a \ge 0$ . Explain notation: $\sqrt{25} = 5$ (principal square root). Reinforce that $\sqrt{a}$ is defined as non-negative. Show that if $x^2 = a$ then $x = ±√a$ (introducing the idea of two solutions, but principal root being positive). Compare square and square root as inverse operations for positive numbers.
Properties of Radicals: Demonstrate simplifying: $\sqrt{16 \times 2} = \sqrt{16}\sqrt{2} = 4\sqrt{2}$. Encourage students to express answers in simplest form (e.g. $\sqrt{18} = 3\sqrt{2}$). Teach rationalizing denominators with one radical: multiply numerator and denominator by the radical: e.g. $\frac{5}{\sqrt{3}} \cdot \frac{\sqrt{3}}{\sqrt{3}} = \frac{5\sqrt{3}}{3}$ . Explain why this is done (to get rid of radicals in denominators, a common convention).
Absolute Value Link: Note that $\sqrt{a^2} = |a|$. For example, $\sqrt{(-4)^2} = 4$. Use this to solve equations like $x^2 = 9$ (x = ±3) and check understanding that $\sqrt{9} = 3$ (not –3).
Applications: Show how exponents appear in area/volume formulas (square units, cubic units), scientific notation (e.g. the population of Haiti ~ $1.17 \times 10^7$). Use a simple physics context like computing kinetic energy ($E = \frac{1}{2}mv^2$) to see a square, or distance formula in plane $d = \sqrt{\Delta x^2 + \Delta y^2}$. These examples reinforce why learning to handle powers and roots is useful.
Example Problems & Practice:
Egzanp 1: Konvèti epi senplifye: $2^3 \times 2^{-2} \times 2^4$. (Answer: $2^{3-2+4} = 2^5 = 32$.)
Egzanp 2: Jwenn rezilta a: $(3^2)^3 \div 3^4$. (Simplify: $(3^2)^3 = 3^6$, then $3^6 \div 3^4 = 3^{6-4} = 3^2 = 9$.)
Egzanp 3: Ekwasyon: $x^2 = 49$. Jwenn x. (Answer: $x = ±7$; if phrased in context like length, take positive 7.)
Egzanp 4: Senplifye radikal yo: $\sqrt{50}$, $\sqrt{18} + \sqrt{8}$. (Expected: $\sqrt{50} = 5\sqrt{2}$; $\sqrt{18}+ \sqrt{8} = 3\sqrt{2} + 2\sqrt{2} = 5\sqrt{2}$.)
Egzanp 5: Rasyonalize denominatè a: $\frac{4}{\sqrt{5}}$. (Multiply by √5/√5 to get $ \frac{4\sqrt{5}}{5}$.)
Egzanp 6: Konpare: Ki pi gran, $3\sqrt{5}$ oswa $7$? (Square both or approximate: $3√5 ≈ 3×2.236 = 6.708$ < 7, so 7 is bigger.)
Practice suggestions: Simplify various expressions using exponent rules (mix of multiplying and dividing powers). Evaluate expressions with negative exponents: e.g. $2^{-1} + 2^{-2}$ (should convert to fractions). For radicals, provide a mix of perfect squares and non-perfect squares to simplify. Ask students to rationalize denominators like $1/(2+√3)$ (introducing the idea of multiplying by the conjugate for advanced practice). Also include some contextual problems: e.g. find the side of a square with area 50 m² (√50, simplified to $5√2$ m); use the Pythagorean theorem to find a missing side and express the answer in simplest radical form if needed.
Mini-Quiz/Review Ideas:
Exponent Law Check: A 5-question quiz on exponent rules: e.g. “If $a^5 \times a^n = a^7$, what is n?”; “True or False: $(2^3)^4 = 2^7$” (false, should be $2^{12}$). Include a mix of conceptual and numeric items.
Flashcards: Students get flashcards with expressions like $7^{-2}$ or $\sqrt{32}$ and must quickly give the simplified result ($\frac{1}{49}$, $4\sqrt{2}$ respectively). This encourages mental recall of common simplifications.
Matching Pairs: One set of cards has radical expressions, another has their simplified forms (e.g. card A: $\sqrt{72}$, card B: $6\sqrt{2}$). Students match them, racing in small groups.
“Which is larger?” Game: List pairs of expressions (like $2^4$ vs $4^2$; $5\sqrt{3}$ vs $9$; $3^{-3}$ vs $3^{-2}$) and have students choose the larger. They must justify their choice briefly, reinforcing understanding of magnitude with exponents and roots.
Real-life Connections: Include one quick question about scientific notation or area: e.g. “Express 0.00045 in scientific notation” or “If a square has area $16x^2$ (square meters), what is the length of one side? (Answer: $4x$ meters, showing understanding of square root of a square term).”
<br>"
Math,NSI,"Unit Rates and Taux: Explain taux (rate) as a special ratio (e.g. speed km/hour, price per kg). Practice converting compound units into unit rates (e.g. 120 km in 3 hours → 40 km/hour). Solve problems like “Si yon machin kouvri 90 km an 1.5 èdtan, konbyen distans li fè nan 1 èdtan?” to reinforce division in ratio context.",Lesson Titles (6–10 min each):,
Math,NSI,"Unit Rates and Taux: Explain taux (rate) as a special ratio (e.g. speed km/hour, price per kg). Practice converting compound units into unit rates (e.g. 120 km in 3 hours → 40 km/hour). Solve problems like “Si yon machin kouvri 90 km an 1.5 èdtan, konbyen distans li fè nan 1 èdtan?” to reinforce division in ratio context.","Operasyon ak Radikal, Rasyonalizasyon – Adding, subtracting, multiplying radicals; expressing results in simplest radical form and rationalizing denominators  .",
Math,NSI,"Unit Rates and Taux: Explain taux (rate) as a special ratio (e.g. speed km/hour, price per kg). Practice converting compound units into unit rates (e.g. 120 km in 3 hours → 40 km/hour). Solve problems like “Si yon machin kouvri 90 km an 1.5 èdtan, konbyen distans li fè nan 1 èdtan?” to reinforce division in ratio context.","Pwisans yon Nonm – Ekspozan Entye – Understanding exponents (positive, negative, zero) with integer exponents; laws of exponents for multiplication/division  .",
Math,NSI,"Unit Rates and Taux: Explain taux (rate) as a special ratio (e.g. speed km/hour, price per kg). Practice converting compound units into unit rates (e.g. 120 km in 3 hours → 40 km/hour). Solve problems like “Si yon machin kouvri 90 km an 1.5 èdtan, konbyen distans li fè nan 1 èdtan?” to reinforce division in ratio context.","Rasin Kare ak Radikal (√) – Defining the square root of a positive number, simplifying radical expressions, and properties of radicals  .",
Math,NSII,,“Deskripsyon done ak entèpretasyon”,"Learning Objectives: Interpret summary statistics and simple probability via frequencies.
Key Concepts: Understand what mean, median tell us. Pwobabilite debaz: probability of event = favorable outcomes / total (empirical probability). Independent trials.
Worked Example: Data on die rolls: outcomes {1,2,3,4,5,6}. If rolled 6 six-sided dice: counts = {1,2,0,3,0,0}. Relative frequencies = divide by 6. Probability of rolling even (experimentally) = count(even)/6 = 3/6 = 0.5.
Exercises: Given a frequency table (e.g. colors of balls in bag), compute probability of drawing red.
Quiz/Review: True/False: “Si ou lanse yon pyès de 6 fwa ak jwenn 3 fwa kote li montre ‘1’, pwobabilite woulman ‘1’ se 3/6.”"
Math,NSII,,“Ekwasyon dezyèm degre”,"Learning Objectives: Solve ekwasyon karré (quadratic equations) using factoring or the discriminant.
Key Concepts: Standard form $ax^2+bx+c=0$, discriminant $\Delta = b^2 - 4ac$. Roots $\frac{-b\pm\sqrt{\Delta}}{2a}$. Cases: $\Delta>0$ (two repons), $\Delta=0$ (one double), $\Delta<0$ (pa gen repons reèl).
Worked Example: Solve $x^2 -5x +6=0$. Here $\Delta=25-24=1>0$. Roots: $(5\pm1)/2 =3$ or $2$. So $x=3$ or $2$. (Haitian: “Gen repons x=2 oubyen x=3”).
Exercises: Find roots of $x^2-4x+4=0$ (yon sèl repons x=2), $3x^2-3x-6=0$.
Quiz/Review: E.g. “Pou ki valè x $x^2 -3x -4=0$?”; check answer by factoring or Δ."
Math,NSII,,“Entèval ak encadrement”,"Learning Objectives: Define an entèval of real numbers and use encadrement (bounds) to approximate a real number.
Key Concepts: An entèval [a, b] includes all real numbers from a to b. A majorant (upper bound) and minorant (lower bound) enclose a number. Encadrement means writing $L \le x \le U$.
Worked Example: If $x = 3.7$, one encadrement is $3.6 \le x \le 3.8$ (pou egzanp $x$ ant 3.6 ak 3.8). The entèval [3.6, 3.8] montre kote 3.7 ye. Yon lòt egzanp: $-2 \le y \le 1$ encadre $y$.
Exercises: Given numbers like $\pi\approx3.14$ or $\sqrt{2}\approx1.414$, write simple bounds (e.g., $3.14\le\pi\le3.15$). Identify majorant/minorant of sets (e.g. maj. de {2,5,9} se 9, min. se 2).
Quiz/Review: Questions: “Ki entèval ki ka encadre $2.718$?” or “Ki majorant ak minorant de seri {–1, 4, 7, 2}?”"
Math,NSII,,“Etid fonksyon polinom degre 2”,"Learning Objectives: Extend the study to any fonksyon polinom of degree 2 (general quadratic): domain, zero points, monotonicity, extremum.
Key Concepts: Any $f(x)=ax^2+bx+c$ has domain ℝ. The discriminant gives number of real roots. Vertex (somè) at $x=-b/(2a)$. For $a>0$ minimum, $a<0$ maximum. Symmetry about vertical line through vertex.
Worked Example: $f(x)=x^2-4x+3$. $\Delta =16-12=4$. Roots: $(4±2)/2$ = 1 or 3. Somè nan $x=2$, $f(2)= -1$. Parabòl ouvè anlè (a>0), monotonik: desan pou $x<2$, ogmante pou $x>2$.
Exercises: Find roots and vertex of $2x^2-8x+6$. Describe variation.
Quiz/Review: “Nan $f(x)=3x^2+6x-9$, dekouvri $x$ kote somè la.” (Expected $x=-b/(2a)=-6/6=-1$).
Statistics and Probability (Statistik ak Pwobabilite)
This unit covers descriptive statistics (frequencies, graphs, measures) and introduces basic probability concepts. MENFP explicitly includes passing from counts to frequencies and measures of central tendency ."
Math,NSII,,“Faktorizasyon ak devlope”,"Learning Objectives: Learn faktorizasyon of polynomials and expand (devlope) expressions.
Key Concepts: Extract common factor, difference of squares, trinomial factoring. E.g. $x^2-9=(x-3)(x+3)$, $x^2+5x+6=(x+2)(x+3)$. Expand $(x+2)(x+3)=x^2+5x+6$.
Worked Example: Factor $x^2-4x-12$. Look for two numbers multiply -12 sum -4: they are -6 and +2, so $(x-6)(x+2)$.
Exercises: Factor each: $x^2 -5x +6$, $4x^2-9$, $x^2-1$. Also expand $(x-3)(x+4)$, etc.
Quiz/Review: Given a quadratic, fill blank: $x^2 - 7x + 12 = (x - __)(x - __)$.
Geometry (Jeyometri)
Geometry lessons emphasize the coordinate plane and vector concepts . Key topics: point coordinates, distance and midpoint formulas, and vector operations, aligned with MENFP objectives."
Math,NSII,,“Fonksyon karré ak envès”,"Learning Objectives: Analyze the fonksyon karré $f(x)=x^2$ and the fonksyon envès $g(x)=1/x$: their graphs and variation.
Key Concepts: $f(x)=x^2$ is non-linéaire (parabol) with minimòm at $x=0$. It’s fèmen l (non-negatif), matris simetri sou aks $y$. $g(x)=1/x$ hyperbola with branches in I and III quadrants, asymptotes $x=0$ ak $y=0$. Variation: $x^2$ decreases for $x<0$, increases for $x>0$; $1/x$ decreases on each branch.
Worked Example: For $f(x)=x^2$, note $f(-2)=4$, $f(0)=0$, $f(2)=4$. Graph is U-shape. For $g(x)=1/x$, $g(1)=1$, $g(2)=0.5$, $g(-1)=-1$, $g(-2)=-0.5$, showing reflection.
Exercises: Plot key points of $x^2$ and $1/x$. Find variation: “èske $x^2$ grandi (ogmante) pou $x>0$?” (yes).
Quiz/Review: “Ki imaj $f(x)=x^2$ lè $x=-3$? Èske $1/x$ definie pou $x=0$?” (nal)."
Math,NSII,,“Fonksyon lineyè ak afine”,"Learning Objectives: Study fonksyon lineyè ($f(x)=ax$) and fonksyon afine ($f(x)=ax+b$): their formulas, graphs, and monotonicity.
Key Concepts: Slope $a$ (pant), intercept $b$. If $a>0$, function k ap ogmante (increasing), si $a<0$ k ap desann. Table of signe of $ax+b$: $\frac{-b}{a}$ is zero point.
Worked Example: $f(x)=2x+1$: slope 2 (positive), so increasing. Zero at $2x+1=0 \Rightarrow x=-0.5$. Graph is straight line through (0,1) and slope 2.
Exercises: Given $f(x)=-x+3$, find slope and intercept, plot few points. Determine whether $f(x)=0.5x -4$ is increasing or decreasing.
Quiz/Review: “Pou $f(x)=3x-6$, sa ki vale $f(2)$ ak $f(-1)$?”"
Math,NSII,,“Inegalite ak tablo siy”,"Learning Objectives: Solve inegalite lineyè ak karré (linear and quadratic inequalities) using sign charts.
Key Concepts: For $ax+b>0$, solve normally; for quadratic $(x-1)(x+2)\ge0$, find zeros x=1,-2 then check intervals. Represent solution as entèval.
Worked Example: Solve $x-3>0$. ⇒ $x>3$. Solve $(x-1)(x+2)\le0$: zeros at $-2,1$. Testing intervals: ≤0 between -2 and 1. So $-2 \le x \le 1$.
Exercises: Solve inequalities like $2x+1<5$, $x^2-4<0$, $(x+3)(x-1)>0$.
Quiz/Review: Given solution set of inequality (like $x<-1$ or $x\ge2$), choose correct interval notation."
Math,NSII,,“Karakteristik mwayèn ak medyàn”,"Learning Objectives: Compute and interpret mwayèn aritmetik (mean), medyàn (median) and kwatil (quartiles).
Key Concepts: Organize data in order. Median = middle value (or average of two middles) . First quartile Q1 and third quartile Q3. Mean = sum/n. Use median for outlier resistance.
Worked Example: Data: 2, 5, 7, 9, 12 (sorted). Mean = $(2+5+7+9+12)/5=7$. Median = middle = 7. Q1 = 5 (middle of first half), Q3 = 9.
Exercises: Compute mean and median of given lists (odd/even count). Find Q1/Q3. Interpret in context (e.g., median salary).
Quiz/Review: “Si done yo: 1,4,6,8,10,13 – ki medyàn lan?” or fill-the-blank."
Math,NSII,,“Ki sa yon fonksyon ye? (Imèj ak antècedan)”,"Learning Objectives: Define a fonksyon (function), its domèn (domain) and imaj (range/values), and identify an antècedan (pre-image).
Key Concepts: A fonksyon $f$ associe chak $x$ (domèn) ak yon sèl $y=f(x)$. Terminology: variable endepandan ($x$) and depandan ($y$). Graphical and tabular representations.
Worked Example: Given table $x:1,2,3; f(x):2,4,6$, identify domain {1,2,3} and imaj {2,4,6}. The antècedan of 4 is $x=2$.
Exercises: From formula $f(x)=2x+1$, find $f(3), f(-1)$. From graph, read off images of points or which $x$ gives $f(x)=5$.
Quiz/Review: Short: “Ki imaj $f(x)=3x$ lè $x=5$? Chwazi soti nan opsyon.”"
