id,subject,level,unit,Chapter_Number,video_title,Subchapter_Number,question_type,question,options,correct_answer,hint,good_response,wrong_response,language,difficulty,tags,source_doc,created_at
CHEM_NSI_PropertiesofMatter(Physical/Chemical)_Q37_MCQ,Chemistry,NS I,Unit: Properties of Matter (Physical/ Chemical),4,Evidence of Chemical Change,4.2,MCQ,"In an exothermic reaction, the sign of \(\Delta H\) is:","[""Positive"", ""Negative"", ""Zero"", ""Undefined""]",Negative,Hint: Heat is released; \(\Delta H<0\).,Correct! Heat is released; \(\Delta H<0\).,Not quite. Hint: Heat is released; \(\Delta H<0\).,English,easy,"[""thermochemistry"", ""enthalpy""]",Chemistry - NS I.docx,2025-10-21T22:49:34.225265
CHEM_NSI_PropertiesofMatter(Physical/Chemical)_Q37_TF,Chemistry,NS I,Unit: Properties of Matter (Physical/ Chemical),4,Evidence of Chemical Change,4.2,TrueFalse,"In endothermic processes, heat flows into the system from surroundings.","[""True"", ""False""]",True,Surroundings cool; system absorbs heat.,Exactly.,Review: Surroundings cool; system absorbs heat.,English,easy,"[""thermochemistry""]",Chemistry - NS I.docx,2025-10-21T22:49:34.225277
CHEM_NSI_PropertiesofMatter(Physical/Chemical)_Q37_SA,Chemistry,NS I,Unit: Properties of Matter (Physical/ Chemical),4,Evidence of Chemical Change,4.2,ShortAnswer,"Using \(Q=mc\Delta T\), compute \(Q\) for \(m=50\,\text{g}, c=4.18\,\text{J g}^{-1}{}^{\circ}\text{C}^{-1}, \Delta T=10^{\circ}\text{C}\) in kJ.",[],≈ 2.09 kJ,Multiply then divide by \(1000\).,Nice work!,Compare with the expected form. Multiply then divide by \(1000\).,English,easy,"[""calorimetry""]",Chemistry - NS I.docx,2025-10-21T22:49:34.225288
CHEM_NSI_PropertiesofMatter(Physical/Chemical)_Q40_MCQ,Chemistry,NS I,Unit: Properties of Matter (Physical/ Chemical),4,Chemical Properties,4.1,MCQ,Which bond is typically formed by electron transfer?,"[""Covalent bond"", ""Ionic bond"", ""Metallic bond"", ""Hydrogen bond""]",Ionic bond,Hint: Transfer forms ions that attract.,Correct! Transfer forms ions that attract.,Not quite. Hint: Transfer forms ions that attract.,English,easy,"[""bonding"", ""ionic""]",Chemistry - NS I.docx,2025-10-21T22:49:34.225304
CHEM_NSI_PropertiesofMatter(Physical/Chemical)_Q40_TF,Chemistry,NS I,Unit: Properties of Matter (Physical/ Chemical),4,Chemical Properties,4.1,TrueFalse,Polar covalent bonds arise from unequal sharing of electrons.,"[""True"", ""False""]",True,Electronegativity difference causes polarity.,Exactly.,Review: Electronegativity difference causes polarity.,English,easy,"[""bonding"", ""polarity""]",Chemistry - NS I.docx,2025-10-21T22:49:34.225316
CHEM_NSI_PropertiesofMatter(Physical/Chemical)_Q40_SA,Chemistry,NS I,Unit: Properties of Matter (Physical/ Chemical),4,Chemical Properties,4.1,ShortAnswer,Molar mass of \(H_2O\) (g/mol) to two decimals.,[],18.02,2(H:1.008)+O:16.00.,Nice work!,Compare with the expected form. 2(H:1.008)+O:16.00.,English,easy,"[""molar mass""]",Chemistry - NS I.docx,2025-10-21T22:49:34.225326
CHEM_NSI_MeasurementsandTheMole(Preview)_Q01_MCQ,Chemistry,NS I,Unit: Measurements & The Mole (Preview),5,Density,5.1,MCQ,"In an exothermic reaction, the sign of \(\Delta H\) is:","[""Positive"", ""Negative"", ""Zero"", ""Undefined""]",Negative,Hint: Heat is released; \(\Delta H<0\).,Correct! Heat is released; \(\Delta H<0\).,Not quite. Hint: Heat is released; \(\Delta H<0\).,English,easy,"[""thermochemistry"", ""enthalpy""]",Chemistry - NS I.docx,2025-10-21T22:49:34.225344
CHEM_NSI_MeasurementsandTheMole(Preview)_Q01_TF,Chemistry,NS I,Unit: Measurements & The Mole (Preview),5,Density,5.1,TrueFalse,"In endothermic processes, heat flows into the system from surroundings.","[""True"", ""False""]",True,Surroundings cool; system absorbs heat.,Exactly.,Review: Surroundings cool; system absorbs heat.,English,easy,"[""thermochemistry""]",Chemistry - NS I.docx,2025-10-21T22:49:34.225357
CHEM_NSI_MeasurementsandTheMole(Preview)_Q01_SA,Chemistry,NS I,Unit: Measurements & The Mole (Preview),5,Density,5.1,ShortAnswer,"Using \(Q=mc\Delta T\), compute \(Q\) for \(m=50\,\text{g}, c=4.18\,\text{J g}^{-1}{}^{\circ}\text{C}^{-1}, \Delta T=10^{\circ}\text{C}\) in kJ.",[],≈ 2.09 kJ,Multiply then divide by \(1000\).,Nice work!,Compare with the expected form. Multiply then divide by \(1000\).,English,easy,"[""calorimetry""]",Chemistry - NS I.docx,2025-10-21T22:49:34.225368
CHEM_NSI_MeasurementsandTheMole(Preview)_Q04_MCQ,Chemistry,NS I,Unit: Measurements & The Mole (Preview),5,Intro to the Mole,5.2,MCQ,Which bond is typically formed by electron transfer?,"[""Covalent bond"", ""Ionic bond"", ""Metallic bond"", ""Hydrogen bond""]",Ionic bond,Hint: Transfer forms ions that attract.,Correct! Transfer forms ions that attract.,Not quite. Hint: Transfer forms ions that attract.,English,easy,"[""bonding"", ""ionic""]",Chemistry - NS I.docx,2025-10-21T22:49:34.225384
CHEM_NSI_MeasurementsandTheMole(Preview)_Q04_TF,Chemistry,NS I,Unit: Measurements & The Mole (Preview),5,Intro to the Mole,5.2,TrueFalse,Polar covalent bonds arise from unequal sharing of electrons.,"[""True"", ""False""]",True,Electronegativity difference causes polarity.,Exactly.,Review: Electronegativity difference causes polarity.,English,easy,"[""bonding"", ""polarity""]",Chemistry - NS I.docx,2025-10-21T22:49:34.225396
CHEM_NSI_MeasurementsandTheMole(Preview)_Q04_SA,Chemistry,NS I,Unit: Measurements & The Mole (Preview),5,Intro to the Mole,5.2,ShortAnswer,Molar mass of \(H_2O\) (g/mol) to two decimals.,[],18.02,2(H:1.008)+O:16.00.,Nice work!,Compare with the expected form. 2(H:1.008)+O:16.00.,English,easy,"[""molar mass""]",Chemistry - NS I.docx,2025-10-21T22:49:34.225414
CHEM_NSI_MeasurementsandTheMole(Preview)_Q07_MCQ,Chemistry,NS I,Unit: Measurements & The Mole (Preview),5,SI Units & Precision,5.3,MCQ,Le Châtelier’s principle: increasing pressure shifts equilibrium toward the side with:,"[""more gas moles"", ""fewer gas moles"", ""no change"", ""solid phase""]",fewer gas moles,Hint: System counteracts the stress.,Correct! System counteracts the stress.,Not quite. Hint: System counteracts the stress.,English,easy,"[""equilibrium"", ""le chatelier""]",Chemistry - NS I.docx,2025-10-21T22:49:34.225435
CHEM_NSI_MeasurementsandTheMole(Preview)_Q07_TF,Chemistry,NS I,Unit: Measurements & The Mole (Preview),5,SI Units & Precision,5.3,TrueFalse,A solution with \(\text{pH}=3\) is acidic.,"[""True"", ""False""]",True,pH<7 indicates acidity.,Exactly.,Review: pH<7 indicates acidity.,English,easy,"[""acids"", ""pH""]",Chemistry - NS I.docx,2025-10-21T22:49:34.225447
CHEM_NSI_MeasurementsandTheMole(Preview)_Q07_SA,Chemistry,NS I,Unit: Measurements & The Mole (Preview),5,SI Units & Precision,5.3,ShortAnswer,"If \([H^+]=1.0\times10^{-4}\,\text{M}\), compute the pH.",[],4.00,Use \(\text{pH}=-\log[H^+]\).,Nice work!,Compare with the expected form. Use \(\text{pH}=-\log[H^+]\).,English,easy,"[""acids"", ""pH""]",Chemistry - NS I.docx,2025-10-21T22:49:34.225458
CHEM_NSI_MeasurementsandTheMole(Preview)_Q10_MCQ,Chemistry,NS I,Unit: Measurements & The Mole (Preview),5,Intro to the Mole,5.2,MCQ,"Boyle’s Law states for a fixed \(n,T\):","[""\\(PV=\\text{constant}\\)"", ""\\(\\frac{P}{T}=\\text{constant}\\)"", ""\\(\\frac{V}{T}=\\text{constant}\\)"", ""\\(P+V=\\text{constant}\\)""]",\(PV=\text{constant}\),Hint: Pressure inversely varies with volume.,Correct! Pressure inversely varies with volume.,Not quite. Hint: Pressure inversely varies with volume.,English,easy,"[""gas laws"", ""boyle""]",Chemistry - NS I.docx,2025-10-21T22:49:34.225474
CHEM_NSI_MeasurementsandTheMole(Preview)_Q10_TF,Chemistry,NS I,Unit: Measurements & The Mole (Preview),5,Intro to the Mole,5.2,TrueFalse,"According to Charles’ Law, volume is directly proportional to absolute temperature at constant pressure.","[""True"", ""False""]",True,V∝T at constant P.,Exactly.,Review: V∝T at constant P.,English,easy,"[""gas laws"", ""charles""]",Chemistry - NS I.docx,2025-10-21T22:49:34.225486
CHEM_NSI_MeasurementsandTheMole(Preview)_Q10_SA,Chemistry,NS I,Unit: Measurements & The Mole (Preview),5,Intro to the Mole,5.2,ShortAnswer,"Using \(PV=nRT\): \(P=1.0\,\text{atm}, V=24.5\,\text{L}, T=298\,\text{K}\). Compute \(n\) (use \(R=0.08206\,\text{L atm mol}^{-1}\text{K}^{-1}\)).",[],≈ 1.00 mol,Rearrange: \(n=\frac{PV}{RT}\).,Nice work!,Compare with the expected form. Rearrange: \(n=\frac{PV}{RT}\).,English,easy,"[""ideal gas law""]",Chemistry - NS I.docx,2025-10-21T22:49:34.225499
CHEM_NSI_MeasurementsandTheMole(Preview)_Q13_MCQ,Chemistry,NS I,Unit: Measurements & The Mole (Preview),5,Density,5.1,MCQ,"In an exothermic reaction, the sign of \(\Delta H\) is:","[""Positive"", ""Negative"", ""Zero"", ""Undefined""]",Negative,Hint: Heat is released; \(\Delta H<0\).,Correct! Heat is released; \(\Delta H<0\).,Not quite. Hint: Heat is released; \(\Delta H<0\).,English,medium,"[""thermochemistry"", ""enthalpy""]",Chemistry - NS I.docx,2025-10-21T22:49:34.225516
CHEM_NSI_MeasurementsandTheMole(Preview)_Q13_TF,Chemistry,NS I,Unit: Measurements & The Mole (Preview),5,Density,5.1,TrueFalse,"In endothermic processes, heat flows into the system from surroundings.","[""True"", ""False""]",True,Surroundings cool; system absorbs heat.,Exactly.,Review: Surroundings cool; system absorbs heat.,English,medium,"[""thermochemistry""]",Chemistry - NS I.docx,2025-10-21T22:49:34.225528
CHEM_NSI_MeasurementsandTheMole(Preview)_Q13_SA,Chemistry,NS I,Unit: Measurements & The Mole (Preview),5,Density,5.1,ShortAnswer,"Using \(Q=mc\Delta T\), compute \(Q\) for \(m=50\,\text{g}, c=4.18\,\text{J g}^{-1}{}^{\circ}\text{C}^{-1}, \Delta T=10^{\circ}\text{C}\) in kJ.",[],≈ 2.09 kJ,Multiply then divide by \(1000\).,Nice work!,Compare with the expected form. Multiply then divide by \(1000\).,English,medium,"[""calorimetry""]",Chemistry - NS I.docx,2025-10-21T22:49:34.225539
CHEM_NSI_MeasurementsandTheMole(Preview)_Q16_MCQ,Chemistry,NS I,Unit: Measurements & The Mole (Preview),5,Density,5.1,MCQ,Which bond is typically formed by electron transfer?,"[""Covalent bond"", ""Ionic bond"", ""Metallic bond"", ""Hydrogen bond""]",Ionic bond,Hint: Transfer forms ions that attract.,Correct! Transfer forms ions that attract.,Not quite. Hint: Transfer forms ions that attract.,English,medium,"[""bonding"", ""ionic""]",Chemistry - NS I.docx,2025-10-21T22:49:34.225557
CHEM_NSI_MeasurementsandTheMole(Preview)_Q16_TF,Chemistry,NS I,Unit: Measurements & The Mole (Preview),5,Density,5.1,TrueFalse,Polar covalent bonds arise from unequal sharing of electrons.,"[""True"", ""False""]",True,Electronegativity difference causes polarity.,Exactly.,Review: Electronegativity difference causes polarity.,English,medium,"[""bonding"", ""polarity""]",Chemistry - NS I.docx,2025-10-21T22:49:34.225568
CHEM_NSI_MeasurementsandTheMole(Preview)_Q16_SA,Chemistry,NS I,Unit: Measurements & The Mole (Preview),5,Density,5.1,ShortAnswer,Molar mass of \(H_2O\) (g/mol) to two decimals.,[],18.02,2(H:1.008)+O:16.00.,Nice work!,Compare with the expected form. 2(H:1.008)+O:16.00.,English,medium,"[""molar mass""]",Chemistry - NS I.docx,2025-10-21T22:49:34.225580
CHEM_NSI_MeasurementsandTheMole(Preview)_Q19_MCQ,Chemistry,NS I,Unit: Measurements & The Mole (Preview),5,SI Units & Precision,5.3,MCQ,Le Châtelier’s principle: increasing pressure shifts equilibrium toward the side with:,"[""more gas moles"", ""fewer gas moles"", ""no change"", ""solid phase""]",fewer gas moles,Hint: System counteracts the stress.,Correct! System counteracts the stress.,Not quite. Hint: System counteracts the stress.,English,medium,"[""equilibrium"", ""le chatelier""]",Chemistry - NS I.docx,2025-10-21T22:49:34.225596
CHEM_NSI_MeasurementsandTheMole(Preview)_Q19_TF,Chemistry,NS I,Unit: Measurements & The Mole (Preview),5,SI Units & Precision,5.3,TrueFalse,A solution with \(\text{pH}=3\) is acidic.,"[""True"", ""False""]",True,pH<7 indicates acidity.,Exactly.,Review: pH<7 indicates acidity.,English,medium,"[""acids"", ""pH""]",Chemistry - NS I.docx,2025-10-21T22:49:34.225607
CHEM_NSI_MeasurementsandTheMole(Preview)_Q19_SA,Chemistry,NS I,Unit: Measurements & The Mole (Preview),5,SI Units & Precision,5.3,ShortAnswer,"If \([H^+]=1.0\times10^{-4}\,\text{M}\), compute the pH.",[],4.00,Use \(\text{pH}=-\log[H^+]\).,Nice work!,Compare with the expected form. Use \(\text{pH}=-\log[H^+]\).,English,medium,"[""acids"", ""pH""]",Chemistry - NS I.docx,2025-10-21T22:49:34.225618
CHEM_NSI_MeasurementsandTheMole(Preview)_Q22_MCQ,Chemistry,NS I,Unit: Measurements & The Mole (Preview),5,Intro to the Mole,5.2,MCQ,"Boyle’s Law states for a fixed \(n,T\):","[""\\(PV=\\text{constant}\\)"", ""\\(\\frac{P}{T}=\\text{constant}\\)"", ""\\(\\frac{V}{T}=\\text{constant}\\)"", ""\\(P+V=\\text{constant}\\)""]",\(PV=\text{constant}\),Hint: Pressure inversely varies with volume.,Correct! Pressure inversely varies with volume.,Not quite. Hint: Pressure inversely varies with volume.,English,hard,"[""gas laws"", ""boyle""]",Chemistry - NS I.docx,2025-10-21T22:49:34.225635
CHEM_NSI_MeasurementsandTheMole(Preview)_Q22_TF,Chemistry,NS I,Unit: Measurements & The Mole (Preview),5,Intro to the Mole,5.2,TrueFalse,"According to Charles’ Law, volume is directly proportional to absolute temperature at constant pressure.","[""True"", ""False""]",True,V∝T at constant P.,Exactly.,Review: V∝T at constant P.,English,hard,"[""gas laws"", ""charles""]",Chemistry - NS I.docx,2025-10-21T22:49:34.225647
CHEM_NSI_MeasurementsandTheMole(Preview)_Q22_SA,Chemistry,NS I,Unit: Measurements & The Mole (Preview),5,Intro to the Mole,5.2,ShortAnswer,"Using \(PV=nRT\): \(P=1.0\,\text{atm}, V=24.5\,\text{L}, T=298\,\text{K}\). Compute \(n\) (use \(R=0.08206\,\text{L atm mol}^{-1}\text{K}^{-1}\)).",[],≈ 1.00 mol,Rearrange: \(n=\frac{PV}{RT}\).,Nice work!,Compare with the expected form. Rearrange: \(n=\frac{PV}{RT}\).,English,hard,"[""ideal gas law""]",Chemistry - NS I.docx,2025-10-21T22:49:34.225659
CHEM_NSI_MeasurementsandTheMole(Preview)_Q25_MCQ,Chemistry,NS I,Unit: Measurements & The Mole (Preview),5,Density,5.1,MCQ,"In an exothermic reaction, the sign of \(\Delta H\) is:","[""Positive"", ""Negative"", ""Zero"", ""Undefined""]",Negative,Hint: Heat is released; \(\Delta H<0\).,Correct! Heat is released; \(\Delta H<0\).,Not quite. Hint: Heat is released; \(\Delta H<0\).,English,hard,"[""thermochemistry"", ""enthalpy""]",Chemistry - NS I.docx,2025-10-21T22:49:34.225674
CHEM_NSI_MeasurementsandTheMole(Preview)_Q25_TF,Chemistry,NS I,Unit: Measurements & The Mole (Preview),5,Density,5.1,TrueFalse,"In endothermic processes, heat flows into the system from surroundings.","[""True"", ""False""]",True,Surroundings cool; system absorbs heat.,Exactly.,Review: Surroundings cool; system absorbs heat.,English,hard,"[""thermochemistry""]",Chemistry - NS I.docx,2025-10-21T22:49:34.225686
CHEM_NSI_MeasurementsandTheMole(Preview)_Q25_SA,Chemistry,NS I,Unit: Measurements & The Mole (Preview),5,Density,5.1,ShortAnswer,"Using \(Q=mc\Delta T\), compute \(Q\) for \(m=50\,\text{g}, c=4.18\,\text{J g}^{-1}{}^{\circ}\text{C}^{-1}, \Delta T=10^{\circ}\text{C}\) in kJ.",[],≈ 2.09 kJ,Multiply then divide by \(1000\).,Nice work!,Compare with the expected form. Multiply then divide by \(1000\).,English,hard,"[""calorimetry""]",Chemistry - NS I.docx,2025-10-21T22:49:34.225697
CHEM_NSI_MeasurementsandTheMole(Preview)_Q28_MCQ,Chemistry,NS I,Unit: Measurements & The Mole (Preview),5,SI Units & Precision,5.3,MCQ,Which bond is typically formed by electron transfer?,"[""Covalent bond"", ""Ionic bond"", ""Metallic bond"", ""Hydrogen bond""]",Ionic bond,Hint: Transfer forms ions that attract.,Correct! Transfer forms ions that attract.,Not quite. Hint: Transfer forms ions that attract.,English,hard,"[""bonding"", ""ionic""]",Chemistry - NS I.docx,2025-10-21T22:49:34.225713
CHEM_NSI_MeasurementsandTheMole(Preview)_Q28_TF,Chemistry,NS I,Unit: Measurements & The Mole (Preview),5,SI Units & Precision,5.3,TrueFalse,Polar covalent bonds arise from unequal sharing of electrons.,"[""True"", ""False""]",True,Electronegativity difference causes polarity.,Exactly.,Review: Electronegativity difference causes polarity.,English,hard,"[""bonding"", ""polarity""]",Chemistry - NS I.docx,2025-10-21T22:49:34.225725
CHEM_NSI_MeasurementsandTheMole(Preview)_Q28_SA,Chemistry,NS I,Unit: Measurements & The Mole (Preview),5,SI Units & Precision,5.3,ShortAnswer,Molar mass of \(H_2O\) (g/mol) to two decimals.,[],18.02,2(H:1.008)+O:16.00.,Nice work!,Compare with the expected form. 2(H:1.008)+O:16.00.,English,hard,"[""molar mass""]",Chemistry - NS I.docx,2025-10-21T22:49:34.225737
CHEM_NSI_MeasurementsandTheMole(Preview)_Q31_MCQ,Chemistry,NS I,Unit: Measurements & The Mole (Preview),5,SI Units & Precision,5.3,MCQ,Le Châtelier’s principle: increasing pressure shifts equilibrium toward the side with:,"[""more gas moles"", ""fewer gas moles"", ""no change"", ""solid phase""]",fewer gas moles,Hint: System counteracts the stress.,Correct! System counteracts the stress.,Not quite. Hint: System counteracts the stress.,English,easy,"[""equilibrium"", ""le chatelier""]",Chemistry - NS I.docx,2025-10-21T22:49:34.225753
CHEM_NSI_MeasurementsandTheMole(Preview)_Q31_TF,Chemistry,NS I,Unit: Measurements & The Mole (Preview),5,SI Units & Precision,5.3,TrueFalse,A solution with \(\text{pH}=3\) is acidic.,"[""True"", ""False""]",True,pH<7 indicates acidity.,Exactly.,Review: pH<7 indicates acidity.,English,easy,"[""acids"", ""pH""]",Chemistry - NS I.docx,2025-10-21T22:49:34.225766
CHEM_NSI_MeasurementsandTheMole(Preview)_Q31_SA,Chemistry,NS I,Unit: Measurements & The Mole (Preview),5,SI Units & Precision,5.3,ShortAnswer,"If \([H^+]=1.0\times10^{-4}\,\text{M}\), compute the pH.",[],4.00,Use \(\text{pH}=-\log[H^+]\).,Nice work!,Compare with the expected form. Use \(\text{pH}=-\log[H^+]\).,English,easy,"[""acids"", ""pH""]",Chemistry - NS I.docx,2025-10-21T22:49:34.225777
CHEM_NSI_MeasurementsandTheMole(Preview)_Q34_MCQ,Chemistry,NS I,Unit: Measurements & The Mole (Preview),5,Intro to the Mole,5.2,MCQ,"Boyle’s Law states for a fixed \(n,T\):","[""\\(PV=\\text{constant}\\)"", ""\\(\\frac{P}{T}=\\text{constant}\\)"", ""\\(\\frac{V}{T}=\\text{constant}\\)"", ""\\(P+V=\\text{constant}\\)""]",\(PV=\text{constant}\),Hint: Pressure inversely varies with volume.,Correct! Pressure inversely varies with volume.,Not quite. Hint: Pressure inversely varies with volume.,English,easy,"[""gas laws"", ""boyle""]",Chemistry - NS I.docx,2025-10-21T22:49:34.225795
CHEM_NSI_MeasurementsandTheMole(Preview)_Q34_TF,Chemistry,NS I,Unit: Measurements & The Mole (Preview),5,Intro to the Mole,5.2,TrueFalse,"According to Charles’ Law, volume is directly proportional to absolute temperature at constant pressure.","[""True"", ""False""]",True,V∝T at constant P.,Exactly.,Review: V∝T at constant P.,English,easy,"[""gas laws"", ""charles""]",Chemistry - NS I.docx,2025-10-21T22:49:34.225808
CHEM_NSI_MeasurementsandTheMole(Preview)_Q34_SA,Chemistry,NS I,Unit: Measurements & The Mole (Preview),5,Intro to the Mole,5.2,ShortAnswer,"Using \(PV=nRT\): \(P=1.0\,\text{atm}, V=24.5\,\text{L}, T=298\,\text{K}\). Compute \(n\) (use \(R=0.08206\,\text{L atm mol}^{-1}\text{K}^{-1}\)).",[],≈ 1.00 mol,Rearrange: \(n=\frac{PV}{RT}\).,Nice work!,Compare with the expected form. Rearrange: \(n=\frac{PV}{RT}\).,English,easy,"[""ideal gas law""]",Chemistry - NS I.docx,2025-10-21T22:49:34.225819
CHEM_NSI_MeasurementsandTheMole(Preview)_Q37_MCQ,Chemistry,NS I,Unit: Measurements & The Mole (Preview),5,SI Units & Precision,5.3,MCQ,"In an exothermic reaction, the sign of \(\Delta H\) is:","[""Positive"", ""Negative"", ""Zero"", ""Undefined""]",Negative,Hint: Heat is released; \(\Delta H<0\).,Correct! Heat is released; \(\Delta H<0\).,Not quite. Hint: Heat is released; \(\Delta H<0\).,English,easy,"[""thermochemistry"", ""enthalpy""]",Chemistry - NS I.docx,2025-10-21T22:49:34.225835
CHEM_NSI_MeasurementsandTheMole(Preview)_Q37_TF,Chemistry,NS I,Unit: Measurements & The Mole (Preview),5,SI Units & Precision,5.3,TrueFalse,"In endothermic processes, heat flows into the system from surroundings.","[""True"", ""False""]",True,Surroundings cool; system absorbs heat.,Exactly.,Review: Surroundings cool; system absorbs heat.,English,easy,"[""thermochemistry""]",Chemistry - NS I.docx,2025-10-21T22:49:34.225847
CHEM_NSI_MeasurementsandTheMole(Preview)_Q37_SA,Chemistry,NS I,Unit: Measurements & The Mole (Preview),5,SI Units & Precision,5.3,ShortAnswer,"Using \(Q=mc\Delta T\), compute \(Q\) for \(m=50\,\text{g}, c=4.18\,\text{J g}^{-1}{}^{\circ}\text{C}^{-1}, \Delta T=10^{\circ}\text{C}\) in kJ.",[],≈ 2.09 kJ,Multiply then divide by \(1000\).,Nice work!,Compare with the expected form. Multiply then divide by \(1000\).,English,easy,"[""calorimetry""]",Chemistry - NS I.docx,2025-10-21T22:49:34.225858
CHEM_NSI_MeasurementsandTheMole(Preview)_Q40_MCQ,Chemistry,NS I,Unit: Measurements & The Mole (Preview),5,Density,5.1,MCQ,Which bond is typically formed by electron transfer?,"[""Covalent bond"", ""Ionic bond"", ""Metallic bond"", ""Hydrogen bond""]",Ionic bond,Hint: Transfer forms ions that attract.,Correct! Transfer forms ions that attract.,Not quite. Hint: Transfer forms ions that attract.,English,easy,"[""bonding"", ""ionic""]",Chemistry - NS I.docx,2025-10-21T22:49:34.225873
CHEM_NSI_MeasurementsandTheMole(Preview)_Q40_TF,Chemistry,NS I,Unit: Measurements & The Mole (Preview),5,Density,5.1,TrueFalse,Polar covalent bonds arise from unequal sharing of electrons.,"[""True"", ""False""]",True,Electronegativity difference causes polarity.,Exactly.,Review: Electronegativity difference causes polarity.,English,easy,"[""bonding"", ""polarity""]",Chemistry - NS I.docx,2025-10-21T22:49:34.225885
CHEM_NSI_MeasurementsandTheMole(Preview)_Q40_SA,Chemistry,NS I,Unit: Measurements & The Mole (Preview),5,Density,5.1,ShortAnswer,Molar mass of \(H_2O\) (g/mol) to two decimals.,[],18.02,2(H:1.008)+O:16.00.,Nice work!,Compare with the expected form. 2(H:1.008)+O:16.00.,English,easy,"[""molar mass""]",Chemistry - NS I.docx,2025-10-21T22:49:34.225897
CHEM_NSII_AtomicStructureandPeriodicTrends_Q01_MCQ,Chemistry,NS II,Unit: Atomic Structure & Periodic Trends,6,Atomic Models,6.1,MCQ,"In an exothermic reaction, the sign of \(\Delta H\) is:","[""Positive"", ""Negative"", ""Zero"", ""Undefined""]",Negative,Hint: Heat is released; \(\Delta H<0\).,Correct! Heat is released; \(\Delta H<0\).,Not quite. Hint: Heat is released; \(\Delta H<0\).,English,easy,"[""thermochemistry"", ""enthalpy""]",Chemistry - NS II.docx,2025-10-21T22:49:34.225913
CHEM_NSII_AtomicStructureandPeriodicTrends_Q01_TF,Chemistry,NS II,Unit: Atomic Structure & Periodic Trends,6,Atomic Models,6.1,TrueFalse,"In endothermic processes, heat flows into the system from surroundings.","[""True"", ""False""]",True,Surroundings cool; system absorbs heat.,Exactly.,Review: Surroundings cool; system absorbs heat.,English,easy,"[""thermochemistry""]",Chemistry - NS II.docx,2025-10-21T22:49:34.225925
CHEM_NSII_AtomicStructureandPeriodicTrends_Q01_SA,Chemistry,NS II,Unit: Atomic Structure & Periodic Trends,6,Atomic Models,6.1,ShortAnswer,"Using \(Q=mc\Delta T\), compute \(Q\) for \(m=50\,\text{g}, c=4.18\,\text{J g}^{-1}{}^{\circ}\text{C}^{-1}, \Delta T=10^{\circ}\text{C}\) in kJ.",[],≈ 2.09 kJ,Multiply then divide by \(1000\).,Nice work!,Compare with the expected form. Multiply then divide by \(1000\).,English,easy,"[""calorimetry""]",Chemistry - NS II.docx,2025-10-21T22:49:34.225936
CHEM_NSII_AtomicStructureandPeriodicTrends_Q04_MCQ,Chemistry,NS II,Unit: Atomic Structure & Periodic Trends,6,Protons/Neutrons/Electrons,6.2,MCQ,Which bond is typically formed by electron transfer?,"[""Covalent bond"", ""Ionic bond"", ""Metallic bond"", ""Hydrogen bond""]",Ionic bond,Hint: Transfer forms ions that attract.,Correct! Transfer forms ions that attract.,Not quite. Hint: Transfer forms ions that attract.,English,easy,"[""bonding"", ""ionic""]",Chemistry - NS II.docx,2025-10-21T22:49:34.225952
CHEM_NSII_AtomicStructureandPeriodicTrends_Q04_TF,Chemistry,NS II,Unit: Atomic Structure & Periodic Trends,6,Protons/Neutrons/Electrons,6.2,TrueFalse,Polar covalent bonds arise from unequal sharing of electrons.,"[""True"", ""False""]",True,Electronegativity difference causes polarity.,Exactly.,Review: Electronegativity difference causes polarity.,English,easy,"[""bonding"", ""polarity""]",Chemistry - NS II.docx,2025-10-21T22:49:34.225964
CHEM_NSII_AtomicStructureandPeriodicTrends_Q04_SA,Chemistry,NS II,Unit: Atomic Structure & Periodic Trends,6,Protons/Neutrons/Electrons,6.2,ShortAnswer,Molar mass of \(H_2O\) (g/mol) to two decimals.,[],18.02,2(H:1.008)+O:16.00.,Nice work!,Compare with the expected form. 2(H:1.008)+O:16.00.,English,easy,"[""molar mass""]",Chemistry - NS II.docx,2025-10-21T22:49:34.225975
CHEM_NSII_AtomicStructureandPeriodicTrends_Q07_MCQ,Chemistry,NS II,Unit: Atomic Structure & Periodic Trends,6,Protons/Neutrons/Electrons,6.2,MCQ,Le Châtelier’s principle: increasing pressure shifts equilibrium toward the side with:,"[""more gas moles"", ""fewer gas moles"", ""no change"", ""solid phase""]",fewer gas moles,Hint: System counteracts the stress.,Correct! System counteracts the stress.,Not quite. Hint: System counteracts the stress.,English,easy,"[""equilibrium"", ""le chatelier""]",Chemistry - NS II.docx,2025-10-21T22:49:34.225991
CHEM_NSII_AtomicStructureandPeriodicTrends_Q07_TF,Chemistry,NS II,Unit: Atomic Structure & Periodic Trends,6,Protons/Neutrons/Electrons,6.2,TrueFalse,A solution with \(\text{pH}=3\) is acidic.,"[""True"", ""False""]",True,pH<7 indicates acidity.,Exactly.,Review: pH<7 indicates acidity.,English,easy,"[""acids"", ""pH""]",Chemistry - NS II.docx,2025-10-21T22:49:34.226003
