id,subject,level,unit,video_title,question_type,question,options,correct_answer,hint,good_response,wrong_response,language,difficulty,tags,source_doc,created_at
CHEM_NSIV_ReactionRatesandCatalysts_Q16_TF,Chemistry,NS IV,Unit: Reaction Rates & Catalysts,Energy Profile & \(E_a\),TrueFalse,Polar covalent bonds arise from unequal sharing of electrons.,"[""True"", ""False""]",True,Electronegativity difference causes polarity.,Exactly.,Review: Electronegativity difference causes polarity.,English,medium,"[""bonding"", ""polarity""]",Chemistry - NS IV.docx,2025-10-21T22:49:34.235995
CHEM_NSIV_ReactionRatesandCatalysts_Q16_SA,Chemistry,NS IV,Unit: Reaction Rates & Catalysts,Energy Profile & \(E_a\),ShortAnswer,Molar mass of \(H_2O\) (g/mol) to two decimals.,[],18.02,2(H:1.008)+O:16.00.,Nice work!,Compare with the expected form. 2(H:1.008)+O:16.00.,English,medium,"[""molar mass""]",Chemistry - NS IV.docx,2025-10-21T22:49:34.236006
CHEM_NSIV_ReactionRatesandCatalysts_Q19_MCQ,Chemistry,NS IV,Unit: Reaction Rates & Catalysts,Collision Theory,MCQ,Le Châtelier’s principle: increasing pressure shifts equilibrium toward the side with:,"[""more gas moles"", ""fewer gas moles"", ""no change"", ""solid phase""]",fewer gas moles,Hint: System counteracts the stress.,Correct! System counteracts the stress.,Not quite. Hint: System counteracts the stress.,English,medium,"[""equilibrium"", ""le chatelier""]",Chemistry - NS IV.docx,2025-10-21T22:49:34.236022
CHEM_NSIV_ReactionRatesandCatalysts_Q19_TF,Chemistry,NS IV,Unit: Reaction Rates & Catalysts,Collision Theory,TrueFalse,A solution with \(\text{pH}=3\) is acidic.,"[""True"", ""False""]",True,pH<7 indicates acidity.,Exactly.,Review: pH<7 indicates acidity.,English,medium,"[""acids"", ""pH""]",Chemistry - NS IV.docx,2025-10-21T22:49:34.236034
CHEM_NSIV_ReactionRatesandCatalysts_Q19_SA,Chemistry,NS IV,Unit: Reaction Rates & Catalysts,Collision Theory,ShortAnswer,"If \([H^+]=1.0\times10^{-4}\,\text{M}\), compute the pH.",[],4.00,Use \(\text{pH}=-\log[H^+]\).,Nice work!,Compare with the expected form. Use \(\text{pH}=-\log[H^+]\).,English,medium,"[""acids"", ""pH""]",Chemistry - NS IV.docx,2025-10-21T22:49:34.236046
CHEM_NSIV_ReactionRatesandCatalysts_Q22_MCQ,Chemistry,NS IV,Unit: Reaction Rates & Catalysts,Energy Profile & \(E_a\),MCQ,"Boyle’s Law states for a fixed \(n,T\):","[""\\(PV=\\text{constant}\\)"", ""\\(\\frac{P}{T}=\\text{constant}\\)"", ""\\(\\frac{V}{T}=\\text{constant}\\)"", ""\\(P+V=\\text{constant}\\)""]",\(PV=\text{constant}\),Hint: Pressure inversely varies with volume.,Correct! Pressure inversely varies with volume.,Not quite. Hint: Pressure inversely varies with volume.,English,hard,"[""gas laws"", ""boyle""]",Chemistry - NS IV.docx,2025-10-21T22:49:34.236061
CHEM_NSIV_ReactionRatesandCatalysts_Q22_TF,Chemistry,NS IV,Unit: Reaction Rates & Catalysts,Energy Profile & \(E_a\),TrueFalse,"According to Charles’ Law, volume is directly proportional to absolute temperature at constant pressure.","[""True"", ""False""]",True,V∝T at constant P.,Exactly.,Review: V∝T at constant P.,English,hard,"[""gas laws"", ""charles""]",Chemistry - NS IV.docx,2025-10-21T22:49:34.236073
CHEM_NSIV_ReactionRatesandCatalysts_Q22_SA,Chemistry,NS IV,Unit: Reaction Rates & Catalysts,Energy Profile & \(E_a\),ShortAnswer,"Using \(PV=nRT\): \(P=1.0\,\text{atm}, V=24.5\,\text{L}, T=298\,\text{K}\). Compute \(n\) (use \(R=0.08206\,\text{L atm mol}^{-1}\text{K}^{-1}\)).",[],≈ 1.00 mol,Rearrange: \(n=\frac{PV}{RT}\).,Nice work!,Compare with the expected form. Rearrange: \(n=\frac{PV}{RT}\).,English,hard,"[""ideal gas law""]",Chemistry - NS IV.docx,2025-10-21T22:49:34.236084
CHEM_NSIV_ReactionRatesandCatalysts_Q25_MCQ,Chemistry,NS IV,Unit: Reaction Rates & Catalysts,Energy Profile & \(E_a\),MCQ,"In an exothermic reaction, the sign of \(\Delta H\) is:","[""Positive"", ""Negative"", ""Zero"", ""Undefined""]",Negative,Hint: Heat is released; \(\Delta H<0\).,Correct! Heat is released; \(\Delta H<0\).,Not quite. Hint: Heat is released; \(\Delta H<0\).,English,hard,"[""thermochemistry"", ""enthalpy""]",Chemistry - NS IV.docx,2025-10-21T22:49:34.236100
CHEM_NSIV_ReactionRatesandCatalysts_Q25_TF,Chemistry,NS IV,Unit: Reaction Rates & Catalysts,Energy Profile & \(E_a\),TrueFalse,"In endothermic processes, heat flows into the system from surroundings.","[""True"", ""False""]",True,Surroundings cool; system absorbs heat.,Exactly.,Review: Surroundings cool; system absorbs heat.,English,hard,"[""thermochemistry""]",Chemistry - NS IV.docx,2025-10-21T22:49:34.236170
CHEM_NSIV_ReactionRatesandCatalysts_Q25_SA,Chemistry,NS IV,Unit: Reaction Rates & Catalysts,Energy Profile & \(E_a\),ShortAnswer,"Using \(Q=mc\Delta T\), compute \(Q\) for \(m=50\,\text{g}, c=4.18\,\text{J g}^{-1}{}^{\circ}\text{C}^{-1}, \Delta T=10^{\circ}\text{C}\) in kJ.",[],≈ 2.09 kJ,Multiply then divide by \(1000\).,Nice work!,Compare with the expected form. Multiply then divide by \(1000\).,English,hard,"[""calorimetry""]",Chemistry - NS IV.docx,2025-10-21T22:49:34.236182
CHEM_NSIV_ReactionRatesandCatalysts_Q28_MCQ,Chemistry,NS IV,Unit: Reaction Rates & Catalysts,Catalysts,MCQ,Which bond is typically formed by electron transfer?,"[""Covalent bond"", ""Ionic bond"", ""Metallic bond"", ""Hydrogen bond""]",Ionic bond,Hint: Transfer forms ions that attract.,Correct! Transfer forms ions that attract.,Not quite. Hint: Transfer forms ions that attract.,English,hard,"[""bonding"", ""ionic""]",Chemistry - NS IV.docx,2025-10-21T22:49:34.236219
CHEM_NSIV_ReactionRatesandCatalysts_Q28_TF,Chemistry,NS IV,Unit: Reaction Rates & Catalysts,Catalysts,TrueFalse,Polar covalent bonds arise from unequal sharing of electrons.,"[""True"", ""False""]",True,Electronegativity difference causes polarity.,Exactly.,Review: Electronegativity difference causes polarity.,English,hard,"[""bonding"", ""polarity""]",Chemistry - NS IV.docx,2025-10-21T22:49:34.236234
CHEM_NSIV_ReactionRatesandCatalysts_Q28_SA,Chemistry,NS IV,Unit: Reaction Rates & Catalysts,Catalysts,ShortAnswer,Molar mass of \(H_2O\) (g/mol) to two decimals.,[],18.02,2(H:1.008)+O:16.00.,Nice work!,Compare with the expected form. 2(H:1.008)+O:16.00.,English,hard,"[""molar mass""]",Chemistry - NS IV.docx,2025-10-21T22:49:34.236246
CHEM_NSIV_ReactionRatesandCatalysts_Q31_MCQ,Chemistry,NS IV,Unit: Reaction Rates & Catalysts,Catalysts,MCQ,Le Châtelier’s principle: increasing pressure shifts equilibrium toward the side with:,"[""more gas moles"", ""fewer gas moles"", ""no change"", ""solid phase""]",fewer gas moles,Hint: System counteracts the stress.,Correct! System counteracts the stress.,Not quite. Hint: System counteracts the stress.,English,easy,"[""equilibrium"", ""le chatelier""]",Chemistry - NS IV.docx,2025-10-21T22:49:34.236264
CHEM_NSIV_ReactionRatesandCatalysts_Q31_TF,Chemistry,NS IV,Unit: Reaction Rates & Catalysts,Catalysts,TrueFalse,A solution with \(\text{pH}=3\) is acidic.,"[""True"", ""False""]",True,pH<7 indicates acidity.,Exactly.,Review: pH<7 indicates acidity.,English,easy,"[""acids"", ""pH""]",Chemistry - NS IV.docx,2025-10-21T22:49:34.236276
CHEM_NSIV_ReactionRatesandCatalysts_Q31_SA,Chemistry,NS IV,Unit: Reaction Rates & Catalysts,Catalysts,ShortAnswer,"If \([H^+]=1.0\times10^{-4}\,\text{M}\), compute the pH.",[],4.00,Use \(\text{pH}=-\log[H^+]\).,Nice work!,Compare with the expected form. Use \(\text{pH}=-\log[H^+]\).,English,easy,"[""acids"", ""pH""]",Chemistry - NS IV.docx,2025-10-21T22:49:34.236287
CHEM_NSIV_ReactionRatesandCatalysts_Q34_MCQ,Chemistry,NS IV,Unit: Reaction Rates & Catalysts,Catalysts,MCQ,"Boyle’s Law states for a fixed \(n,T\):","[""\\(PV=\\text{constant}\\)"", ""\\(\\frac{P}{T}=\\text{constant}\\)"", ""\\(\\frac{V}{T}=\\text{constant}\\)"", ""\\(P+V=\\text{constant}\\)""]",\(PV=\text{constant}\),Hint: Pressure inversely varies with volume.,Correct! Pressure inversely varies with volume.,Not quite. Hint: Pressure inversely varies with volume.,English,easy,"[""gas laws"", ""boyle""]",Chemistry - NS IV.docx,2025-10-21T22:49:34.236303
CHEM_NSIV_ReactionRatesandCatalysts_Q34_TF,Chemistry,NS IV,Unit: Reaction Rates & Catalysts,Catalysts,TrueFalse,"According to Charles’ Law, volume is directly proportional to absolute temperature at constant pressure.","[""True"", ""False""]",True,V∝T at constant P.,Exactly.,Review: V∝T at constant P.,English,easy,"[""gas laws"", ""charles""]",Chemistry - NS IV.docx,2025-10-21T22:49:34.236315
CHEM_NSIV_ReactionRatesandCatalysts_Q34_SA,Chemistry,NS IV,Unit: Reaction Rates & Catalysts,Catalysts,ShortAnswer,"Using \(PV=nRT\): \(P=1.0\,\text{atm}, V=24.5\,\text{L}, T=298\,\text{K}\). Compute \(n\) (use \(R=0.08206\,\text{L atm mol}^{-1}\text{K}^{-1}\)).",[],≈ 1.00 mol,Rearrange: \(n=\frac{PV}{RT}\).,Nice work!,Compare with the expected form. Rearrange: \(n=\frac{PV}{RT}\).,English,easy,"[""ideal gas law""]",Chemistry - NS IV.docx,2025-10-21T22:49:34.236326
CHEM_NSIV_ReactionRatesandCatalysts_Q37_MCQ,Chemistry,NS IV,Unit: Reaction Rates & Catalysts,Catalysts,MCQ,"In an exothermic reaction, the sign of \(\Delta H\) is:","[""Positive"", ""Negative"", ""Zero"", ""Undefined""]",Negative,Hint: Heat is released; \(\Delta H<0\).,Correct! Heat is released; \(\Delta H<0\).,Not quite. Hint: Heat is released; \(\Delta H<0\).,English,easy,"[""thermochemistry"", ""enthalpy""]",Chemistry - NS IV.docx,2025-10-21T22:49:34.236342
CHEM_NSIV_ReactionRatesandCatalysts_Q37_TF,Chemistry,NS IV,Unit: Reaction Rates & Catalysts,Catalysts,TrueFalse,"In endothermic processes, heat flows into the system from surroundings.","[""True"", ""False""]",True,Surroundings cool; system absorbs heat.,Exactly.,Review: Surroundings cool; system absorbs heat.,English,easy,"[""thermochemistry""]",Chemistry - NS IV.docx,2025-10-21T22:49:34.236354
CHEM_NSIV_ReactionRatesandCatalysts_Q37_SA,Chemistry,NS IV,Unit: Reaction Rates & Catalysts,Catalysts,ShortAnswer,"Using \(Q=mc\Delta T\), compute \(Q\) for \(m=50\,\text{g}, c=4.18\,\text{J g}^{-1}{}^{\circ}\text{C}^{-1}, \Delta T=10^{\circ}\text{C}\) in kJ.",[],≈ 2.09 kJ,Multiply then divide by \(1000\).,Nice work!,Compare with the expected form. Multiply then divide by \(1000\).,English,easy,"[""calorimetry""]",Chemistry - NS IV.docx,2025-10-21T22:49:34.236366
CHEM_NSIV_ReactionRatesandCatalysts_Q40_MCQ,Chemistry,NS IV,Unit: Reaction Rates & Catalysts,Catalysts,MCQ,Which bond is typically formed by electron transfer?,"[""Covalent bond"", ""Ionic bond"", ""Metallic bond"", ""Hydrogen bond""]",Ionic bond,Hint: Transfer forms ions that attract.,Correct! Transfer forms ions that attract.,Not quite. Hint: Transfer forms ions that attract.,English,easy,"[""bonding"", ""ionic""]",Chemistry - NS IV.docx,2025-10-21T22:49:34.236382
CHEM_NSIV_ReactionRatesandCatalysts_Q40_TF,Chemistry,NS IV,Unit: Reaction Rates & Catalysts,Catalysts,TrueFalse,Polar covalent bonds arise from unequal sharing of electrons.,"[""True"", ""False""]",True,Electronegativity difference causes polarity.,Exactly.,Review: Electronegativity difference causes polarity.,English,easy,"[""bonding"", ""polarity""]",Chemistry - NS IV.docx,2025-10-21T22:49:34.236406
CHEM_NSIV_ReactionRatesandCatalysts_Q40_SA,Chemistry,NS IV,Unit: Reaction Rates & Catalysts,Catalysts,ShortAnswer,Molar mass of \(H_2O\) (g/mol) to two decimals.,[],18.02,2(H:1.008)+O:16.00.,Nice work!,Compare with the expected form. 2(H:1.008)+O:16.00.,English,easy,"[""molar mass""]",Chemistry - NS IV.docx,2025-10-21T22:49:34.236434
CHEM_NSIV_ChemicalEquilibrium(Concepts)_Q01_MCQ,Chemistry,NS IV,Unit: Chemical Equilibrium (Concepts),Dynamic Equilibrium,MCQ,"In an exothermic reaction, the sign of \(\Delta H\) is:","[""Positive"", ""Negative"", ""Zero"", ""Undefined""]",Negative,Hint: Heat is released; \(\Delta H<0\).,Correct! Heat is released; \(\Delta H<0\).,Not quite. Hint: Heat is released; \(\Delta H<0\).,English,easy,"[""thermochemistry"", ""enthalpy""]",Chemistry - NS IV.docx,2025-10-21T22:49:34.236462
CHEM_NSIV_ChemicalEquilibrium(Concepts)_Q01_TF,Chemistry,NS IV,Unit: Chemical Equilibrium (Concepts),Dynamic Equilibrium,TrueFalse,"In endothermic processes, heat flows into the system from surroundings.","[""True"", ""False""]",True,Surroundings cool; system absorbs heat.,Exactly.,Review: Surroundings cool; system absorbs heat.,English,easy,"[""thermochemistry""]",Chemistry - NS IV.docx,2025-10-21T22:49:34.236480
CHEM_NSIV_ChemicalEquilibrium(Concepts)_Q01_SA,Chemistry,NS IV,Unit: Chemical Equilibrium (Concepts),Dynamic Equilibrium,ShortAnswer,"Using \(Q=mc\Delta T\), compute \(Q\) for \(m=50\,\text{g}, c=4.18\,\text{J g}^{-1}{}^{\circ}\text{C}^{-1}, \Delta T=10^{\circ}\text{C}\) in kJ.",[],≈ 2.09 kJ,Multiply then divide by \(1000\).,Nice work!,Compare with the expected form. Multiply then divide by \(1000\).,English,easy,"[""calorimetry""]",Chemistry - NS IV.docx,2025-10-21T22:49:34.236495
CHEM_NSIV_ChemicalEquilibrium(Concepts)_Q04_MCQ,Chemistry,NS IV,Unit: Chemical Equilibrium (Concepts),Reaction Quotient \(Q\),MCQ,Le Châtelier’s principle: increasing pressure shifts equilibrium toward the side with:,"[""more gas moles"", ""fewer gas moles"", ""no change"", ""solid phase""]",fewer gas moles,Hint: System counteracts the stress.,Correct! System counteracts the stress.,Not quite. Hint: System counteracts the stress.,English,easy,"[""equilibrium"", ""le chatelier""]",Chemistry - NS IV.docx,2025-10-21T22:49:34.236525
CHEM_NSIV_ChemicalEquilibrium(Concepts)_Q04_TF,Chemistry,NS IV,Unit: Chemical Equilibrium (Concepts),Reaction Quotient \(Q\),TrueFalse,A solution with \(\text{pH}=3\) is acidic.,"[""True"", ""False""]",True,pH<7 indicates acidity.,Exactly.,Review: pH<7 indicates acidity.,English,easy,"[""acids"", ""pH""]",Chemistry - NS IV.docx,2025-10-21T22:49:34.236545
CHEM_NSIV_ChemicalEquilibrium(Concepts)_Q04_SA,Chemistry,NS IV,Unit: Chemical Equilibrium (Concepts),Reaction Quotient \(Q\),ShortAnswer,"If \([H^+]=1.0\times10^{-4}\,\text{M}\), compute the pH.",[],4.00,Use \(\text{pH}=-\log[H^+]\).,Nice work!,Compare with the expected form. Use \(\text{pH}=-\log[H^+]\).,English,easy,"[""acids"", ""pH""]",Chemistry - NS IV.docx,2025-10-21T22:49:34.236561
CHEM_NSIV_ChemicalEquilibrium(Concepts)_Q07_MCQ,Chemistry,NS IV,Unit: Chemical Equilibrium (Concepts),Dynamic Equilibrium,MCQ,Le Châtelier’s principle: increasing pressure shifts equilibrium toward the side with:,"[""more gas moles"", ""fewer gas moles"", ""no change"", ""solid phase""]",fewer gas moles,Hint: System counteracts the stress.,Correct! System counteracts the stress.,Not quite. Hint: System counteracts the stress.,English,easy,"[""equilibrium"", ""le chatelier""]",Chemistry - NS IV.docx,2025-10-21T22:49:34.236588
CHEM_NSIV_ChemicalEquilibrium(Concepts)_Q07_TF,Chemistry,NS IV,Unit: Chemical Equilibrium (Concepts),Dynamic Equilibrium,TrueFalse,A solution with \(\text{pH}=3\) is acidic.,"[""True"", ""False""]",True,pH<7 indicates acidity.,Exactly.,Review: pH<7 indicates acidity.,English,easy,"[""acids"", ""pH""]",Chemistry - NS IV.docx,2025-10-21T22:49:34.236611
CHEM_NSIV_ChemicalEquilibrium(Concepts)_Q07_SA,Chemistry,NS IV,Unit: Chemical Equilibrium (Concepts),Dynamic Equilibrium,ShortAnswer,"If \([H^+]=1.0\times10^{-4}\,\text{M}\), compute the pH.",[],4.00,Use \(\text{pH}=-\log[H^+]\).,Nice work!,Compare with the expected form. Use \(\text{pH}=-\log[H^+]\).,English,easy,"[""acids"", ""pH""]",Chemistry - NS IV.docx,2025-10-21T22:49:34.236631
CHEM_NSIV_ChemicalEquilibrium(Concepts)_Q10_MCQ,Chemistry,NS IV,Unit: Chemical Equilibrium (Concepts),Dynamic Equilibrium,MCQ,"Boyle’s Law states for a fixed \(n,T\):","[""\\(PV=\\text{constant}\\)"", ""\\(\\frac{P}{T}=\\text{constant}\\)"", ""\\(\\frac{V}{T}=\\text{constant}\\)"", ""\\(P+V=\\text{constant}\\)""]",\(PV=\text{constant}\),Hint: Pressure inversely varies with volume.,Correct! Pressure inversely varies with volume.,Not quite. Hint: Pressure inversely varies with volume.,English,easy,"[""gas laws"", ""boyle""]",Chemistry - NS IV.docx,2025-10-21T22:49:34.236659
CHEM_NSIV_ChemicalEquilibrium(Concepts)_Q10_TF,Chemistry,NS IV,Unit: Chemical Equilibrium (Concepts),Dynamic Equilibrium,TrueFalse,"According to Charles’ Law, volume is directly proportional to absolute temperature at constant pressure.","[""True"", ""False""]",True,V∝T at constant P.,Exactly.,Review: V∝T at constant P.,English,easy,"[""gas laws"", ""charles""]",Chemistry - NS IV.docx,2025-10-21T22:49:34.236672
CHEM_NSIV_ChemicalEquilibrium(Concepts)_Q10_SA,Chemistry,NS IV,Unit: Chemical Equilibrium (Concepts),Dynamic Equilibrium,ShortAnswer,"Using \(PV=nRT\): \(P=1.0\,\text{atm}, V=24.5\,\text{L}, T=298\,\text{K}\). Compute \(n\) (use \(R=0.08206\,\text{L atm mol}^{-1}\text{K}^{-1}\)).",[],≈ 1.00 mol,Rearrange: \(n=\frac{PV}{RT}\).,Nice work!,Compare with the expected form. Rearrange: \(n=\frac{PV}{RT}\).,English,easy,"[""ideal gas law""]",Chemistry - NS IV.docx,2025-10-21T22:49:34.236684
CHEM_NSIV_ChemicalEquilibrium(Concepts)_Q13_MCQ,Chemistry,NS IV,Unit: Chemical Equilibrium (Concepts),Le Châtelier’s Principle,MCQ,"In an exothermic reaction, the sign of \(\Delta H\) is:","[""Positive"", ""Negative"", ""Zero"", ""Undefined""]",Negative,Hint: Heat is released; \(\Delta H<0\).,Correct! Heat is released; \(\Delta H<0\).,Not quite. Hint: Heat is released; \(\Delta H<0\).,English,medium,"[""thermochemistry"", ""enthalpy""]",Chemistry - NS IV.docx,2025-10-21T22:49:34.236700
CHEM_NSIV_ChemicalEquilibrium(Concepts)_Q13_TF,Chemistry,NS IV,Unit: Chemical Equilibrium (Concepts),Le Châtelier’s Principle,TrueFalse,"In endothermic processes, heat flows into the system from surroundings.","[""True"", ""False""]",True,Surroundings cool; system absorbs heat.,Exactly.,Review: Surroundings cool; system absorbs heat.,English,medium,"[""thermochemistry""]",Chemistry - NS IV.docx,2025-10-21T22:49:34.236712
CHEM_NSIV_ChemicalEquilibrium(Concepts)_Q13_SA,Chemistry,NS IV,Unit: Chemical Equilibrium (Concepts),Le Châtelier’s Principle,ShortAnswer,"Using \(Q=mc\Delta T\), compute \(Q\) for \(m=50\,\text{g}, c=4.18\,\text{J g}^{-1}{}^{\circ}\text{C}^{-1}, \Delta T=10^{\circ}\text{C}\) in kJ.",[],≈ 2.09 kJ,Multiply then divide by \(1000\).,Nice work!,Compare with the expected form. Multiply then divide by \(1000\).,English,medium,"[""calorimetry""]",Chemistry - NS IV.docx,2025-10-21T22:49:34.236723
CHEM_NSIV_ChemicalEquilibrium(Concepts)_Q16_MCQ,Chemistry,NS IV,Unit: Chemical Equilibrium (Concepts),Le Châtelier’s Principle,MCQ,Le Châtelier’s principle: increasing pressure shifts equilibrium toward the side with:,"[""more gas moles"", ""fewer gas moles"", ""no change"", ""solid phase""]",fewer gas moles,Hint: System counteracts the stress.,Correct! System counteracts the stress.,Not quite. Hint: System counteracts the stress.,English,medium,"[""equilibrium"", ""le chatelier""]",Chemistry - NS IV.docx,2025-10-21T22:49:34.236740
CHEM_NSIV_ChemicalEquilibrium(Concepts)_Q16_TF,Chemistry,NS IV,Unit: Chemical Equilibrium (Concepts),Le Châtelier’s Principle,TrueFalse,A solution with \(\text{pH}=3\) is acidic.,"[""True"", ""False""]",True,pH<7 indicates acidity.,Exactly.,Review: pH<7 indicates acidity.,English,medium,"[""acids"", ""pH""]",Chemistry - NS IV.docx,2025-10-21T22:49:34.236752
CHEM_NSIV_ChemicalEquilibrium(Concepts)_Q16_SA,Chemistry,NS IV,Unit: Chemical Equilibrium (Concepts),Le Châtelier’s Principle,ShortAnswer,"If \([H^+]=1.0\times10^{-4}\,\text{M}\), compute the pH.",[],4.00,Use \(\text{pH}=-\log[H^+]\).,Nice work!,Compare with the expected form. Use \(\text{pH}=-\log[H^+]\).,English,medium,"[""acids"", ""pH""]",Chemistry - NS IV.docx,2025-10-21T22:49:34.236763
CHEM_NSIV_ChemicalEquilibrium(Concepts)_Q19_MCQ,Chemistry,NS IV,Unit: Chemical Equilibrium (Concepts),Reaction Quotient \(Q\),MCQ,Le Châtelier’s principle: increasing pressure shifts equilibrium toward the side with:,"[""more gas moles"", ""fewer gas moles"", ""no change"", ""solid phase""]",fewer gas moles,Hint: System counteracts the stress.,Correct! System counteracts the stress.,Not quite. Hint: System counteracts the stress.,English,medium,"[""equilibrium"", ""le chatelier""]",Chemistry - NS IV.docx,2025-10-21T22:49:34.236779
CHEM_NSIV_ChemicalEquilibrium(Concepts)_Q19_TF,Chemistry,NS IV,Unit: Chemical Equilibrium (Concepts),Reaction Quotient \(Q\),TrueFalse,A solution with \(\text{pH}=3\) is acidic.,"[""True"", ""False""]",True,pH<7 indicates acidity.,Exactly.,Review: pH<7 indicates acidity.,English,medium,"[""acids"", ""pH""]",Chemistry - NS IV.docx,2025-10-21T22:49:34.236792
CHEM_NSIV_ChemicalEquilibrium(Concepts)_Q19_SA,Chemistry,NS IV,Unit: Chemical Equilibrium (Concepts),Reaction Quotient \(Q\),ShortAnswer,"If \([H^+]=1.0\times10^{-4}\,\text{M}\), compute the pH.",[],4.00,Use \(\text{pH}=-\log[H^+]\).,Nice work!,Compare with the expected form. Use \(\text{pH}=-\log[H^+]\).,English,medium,"[""acids"", ""pH""]",Chemistry - NS IV.docx,2025-10-21T22:49:34.236810
CHEM_NSIV_ChemicalEquilibrium(Concepts)_Q22_MCQ,Chemistry,NS IV,Unit: Chemical Equilibrium (Concepts),Le Châtelier’s Principle,MCQ,"Boyle’s Law states for a fixed \(n,T\):","[""\\(PV=\\text{constant}\\)"", ""\\(\\frac{P}{T}=\\text{constant}\\)"", ""\\(\\frac{V}{T}=\\text{constant}\\)"", ""\\(P+V=\\text{constant}\\)""]",\(PV=\text{constant}\),Hint: Pressure inversely varies with volume.,Correct! Pressure inversely varies with volume.,Not quite. Hint: Pressure inversely varies with volume.,English,hard,"[""gas laws"", ""boyle""]",Chemistry - NS IV.docx,2025-10-21T22:49:34.236837
CHEM_NSIV_ChemicalEquilibrium(Concepts)_Q22_TF,Chemistry,NS IV,Unit: Chemical Equilibrium (Concepts),Le Châtelier’s Principle,TrueFalse,"According to Charles’ Law, volume is directly proportional to absolute temperature at constant pressure.","[""True"", ""False""]",True,V∝T at constant P.,Exactly.,Review: V∝T at constant P.,English,hard,"[""gas laws"", ""charles""]",Chemistry - NS IV.docx,2025-10-21T22:49:34.236849
CHEM_NSIV_ChemicalEquilibrium(Concepts)_Q22_SA,Chemistry,NS IV,Unit: Chemical Equilibrium (Concepts),Le Châtelier’s Principle,ShortAnswer,"Using \(PV=nRT\): \(P=1.0\,\text{atm}, V=24.5\,\text{L}, T=298\,\text{K}\). Compute \(n\) (use \(R=0.08206\,\text{L atm mol}^{-1}\text{K}^{-1}\)).",[],≈ 1.00 mol,Rearrange: \(n=\frac{PV}{RT}\).,Nice work!,Compare with the expected form. Rearrange: \(n=\frac{PV}{RT}\).,English,hard,"[""ideal gas law""]",Chemistry - NS IV.docx,2025-10-21T22:49:34.236860
CHEM_NSIV_ChemicalEquilibrium(Concepts)_Q25_MCQ,Chemistry,NS IV,Unit: Chemical Equilibrium (Concepts),Dynamic Equilibrium,MCQ,"In an exothermic reaction, the sign of \(\Delta H\) is:","[""Positive"", ""Negative"", ""Zero"", ""Undefined""]",Negative,Hint: Heat is released; \(\Delta H<0\).,Correct! Heat is released; \(\Delta H<0\).,Not quite. Hint: Heat is released; \(\Delta H<0\).,English,hard,"[""thermochemistry"", ""enthalpy""]",Chemistry - NS IV.docx,2025-10-21T22:49:34.236878
CHEM_NSIV_ChemicalEquilibrium(Concepts)_Q25_TF,Chemistry,NS IV,Unit: Chemical Equilibrium (Concepts),Dynamic Equilibrium,TrueFalse,"In endothermic processes, heat flows into the system from surroundings.","[""True"", ""False""]",True,Surroundings cool; system absorbs heat.,Exactly.,Review: Surroundings cool; system absorbs heat.,English,hard,"[""thermochemistry""]",Chemistry - NS IV.docx,2025-10-21T22:49:34.236897
CHEM_NSIV_ChemicalEquilibrium(Concepts)_Q25_SA,Chemistry,NS IV,Unit: Chemical Equilibrium (Concepts),Dynamic Equilibrium,ShortAnswer,"Using \(Q=mc\Delta T\), compute \(Q\) for \(m=50\,\text{g}, c=4.18\,\text{J g}^{-1}{}^{\circ}\text{C}^{-1}, \Delta T=10^{\circ}\text{C}\) in kJ.",[],≈ 2.09 kJ,Multiply then divide by \(1000\).,Nice work!,Compare with the expected form. Multiply then divide by \(1000\).,English,hard,"[""calorimetry""]",Chemistry - NS IV.docx,2025-10-21T22:49:34.236927
CHEM_NSIV_ChemicalEquilibrium(Concepts)_Q28_MCQ,Chemistry,NS IV,Unit: Chemical Equilibrium (Concepts),Dynamic Equilibrium,MCQ,Le Châtelier’s principle: increasing pressure shifts equilibrium toward the side with:,"[""more gas moles"", ""fewer gas moles"", ""no change"", ""solid phase""]",fewer gas moles,Hint: System counteracts the stress.,Correct! System counteracts the stress.,Not quite. Hint: System counteracts the stress.,English,hard,"[""equilibrium"", ""le chatelier""]",Chemistry - NS IV.docx,2025-10-21T22:49:34.236953
CHEM_NSIV_ChemicalEquilibrium(Concepts)_Q28_TF,Chemistry,NS IV,Unit: Chemical Equilibrium (Concepts),Dynamic Equilibrium,TrueFalse,A solution with \(\text{pH}=3\) is acidic.,"[""True"", ""False""]",True,pH<7 indicates acidity.,Exactly.,Review: pH<7 indicates acidity.,English,hard,"[""acids"", ""pH""]",Chemistry - NS IV.docx,2025-10-21T22:49:34.236971
CHEM_NSIV_ChemicalEquilibrium(Concepts)_Q28_SA,Chemistry,NS IV,Unit: Chemical Equilibrium (Concepts),Dynamic Equilibrium,ShortAnswer,"If \([H^+]=1.0\times10^{-4}\,\text{M}\), compute the pH.",[],4.00,Use \(\text{pH}=-\log[H^+]\).,Nice work!,Compare with the expected form. Use \(\text{pH}=-\log[H^+]\).,English,hard,"[""acids"", ""pH""]",Chemistry - NS IV.docx,2025-10-21T22:49:34.236990
